SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Anthus correndera [correndera Group],Correndera Pipit (Correndera),corpip2,issf,31621.0,COPI,ANCO,,Passeriformes,Wagtails and Pipits,Motacillidae,corpip1,,,motaci1
Anthus correndera grayi,Correndera Pipit (Falklands),corpip3,issf,31626.0,COPI,ANCO,,Passeriformes,Wagtails and Pipits,Motacillidae,corpip1,,,motaci1
Anthus antarcticus,South Georgia Pipit,sogpip1,species,31627.0,SGPI,ANAN,,Passeriformes,Wagtails and Pipits,Motacillidae,,,,motaci1
Anthus nattereri,Ochre-breasted Pipit,ocbpip1,species,31628.0,OBPI,ANNA,,Passeriformes,Wagtails and Pipits,Motacillidae,,,,motaci1
Anthus hellmayri,Hellmayr's Pipit,helpip1,species,31629.0,HEPI,ANHE,,Passeriformes,Wagtails and Pipits,Motacillidae,,,,motaci1
Anthus bogotensis,Paramo Pipit,parpip1,species,31633.0,PAPI,ANBO,,Passeriformes,Wagtails and Pipits,Motacillidae,,,,motaci1
Anthus bogotensis meridae,Paramo Pipit (meridae),parpip2,issf,31634.0,PAPI,ANBO,,Passeriformes,Wagtails and Pipits,Motacillidae,parpip1,,,motaci1
Anthus bogotensis [bogotensis Group],Paramo Pipit (bogotensis Group),parpip3,issf,31635.0,PAPI,ANBO,,Passeriformes,Wagtails and Pipits,Motacillidae,parpip1,,,motaci1
Anthus brachyurus,Short-tailed Pipit,shtpip1,species,31639.0,STPI,ANBR,,Passeriformes,Wagtails and Pipits,Motacillidae,,,,motaci1
Anthus caffer,Bush Pipit,buspip1,species,31642.0,BUPI,ANCA,,Passeriformes,Wagtails and Pipits,Motacillidae,,,,motaci1
Anthus sokokensis,Sokoke Pipit,sokpip1,species,31648.0,SOPI,ANSO,,Passeriformes,Wagtails and Pipits,Motacillidae,,,,motaci1
Anthus sp.,pipit sp.,pipit1,spuh,31649.0,,,,Passeriformes,Wagtails and Pipits,Motacillidae,,,,motaci1
Tmetothylacus tenellus,Golden Pipit,golpip1,species,31650.0,GOPI,TMTE,,Passeriformes,Wagtails and Pipits,Motacillidae,,,,motaci1
Hemimacronyx chloris,Yellow-breasted Pipit,yebpip2,species,31651.0,YBPI,HECH,,Passeriformes,Wagtails and Pipits,Motacillidae,,,,motaci1
Macronyx sharpei,Sharpe's Longclaw,shalon1,species,31652.0,SHLO,MASH,,Passeriformes,Wagtails and Pipits,Motacillidae,,,,motaci1
Macronyx capensis,Orange-throated Longclaw,ortlon1,species,31653.0,OTLO CALO,MACA,,Passeriformes,Wagtails and Pipits,Motacillidae,,,,motaci1
Macronyx croceus,Yellow-throated Longclaw,yetlon1,species,31657.0,YTLO,MACR,,Passeriformes,Wagtails and Pipits,Motacillidae,,,,motaci1
Macronyx fuelleborni,Fülleborn's Longclaw,fuelon2,species,31658.0,FÜLO FULO,MAFU,,Passeriformes,Wagtails and Pipits,Motacillidae,,,,motaci1
Macronyx flavicollis,Abyssinian Longclaw,abylon1,species,31661.0,ABLO,MAFL,,Passeriformes,Wagtails and Pipits,Motacillidae,,,,motaci1
Macronyx aurantiigula,Pangani Longclaw,panlon1,species,31662.0,PALO,MAAU,,Passeriformes,Wagtails and Pipits,Motacillidae,,,,motaci1
Macronyx ameliae,Rosy-throated Longclaw,rotlon1,species,31663.0,RBLO RTLO,MAAM,,Passeriformes,Wagtails and Pipits,Motacillidae,,,,motaci1
Macronyx grimwoodi,Grimwood's Longclaw,grilon1,species,31667.0,GRLO,MAGR,,Passeriformes,Wagtails and Pipits,Motacillidae,,,,motaci1
Macronyx sp.,longclaw sp.,longcl1,spuh,31668.0,,,,Passeriformes,Wagtails and Pipits,Motacillidae,,,,motaci1
Fringilla coelebs,Common Chaffinch,comcha,species,31670.0,EUCH COCH,FRCO,CCHA,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Fringilla moreletti,Azores Chaffinch,comcha16,species,31680.0,AZCH COCH,FRMO,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Fringilla maderensis,Madeira Chaffinch,comcha17,species,31681.0,MACH COCH,FRMA,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Fringilla canariensis,Canary Islands Chaffinch,caicha1,species,31682.0,CICH COCH,FRCA,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Fringilla canariensis canariensis/ombriosa,Canary Islands Chaffinch (Canary Is.),comcha4,issf,31683.0,CICH COCH,FRCA,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,caicha1,,,fringi1
Fringilla canariensis palmae,Canary Islands Chaffinch (La Palma),comcha6,issf,31686.0,CICH COCH,FRCA,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,caicha1,,,fringi1
Fringilla spodiogenys,African Chaffinch,afrcha1,species,31687.0,AFCH COCH,FRSP,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Fringilla spodiogenys africana,African Chaffinch (African),comcha1,issf,31688.0,AFCH COCH,FRSP,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,afrcha1,,,fringi1
Fringilla spodiogenys spodiogenys/harterti,African Chaffinch (Tunisian),comcha2,issf,31689.0,AFCH COCH,FRSP,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,afrcha1,,,fringi1
Fringilla coelebs x spodiogenys,Common x African Chaffinch (hybrid),x01070,hybrid,31692.0,AFCH EUCH COCH CCHA,FRSP FRCO,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Fringilla coelebs/spodiogenys,Common/African Chaffinch,y01252,slash,31693.0,AFCH EUCH COCH CCHA,FRSP FRCO,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Fringilla teydea,Tenerife Blue Chaffinch,blucha2,species,31694.0,TBCH,FRTE,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Fringilla polatzeki,Gran Canaria Blue Chaffinch,blucha3,species,31695.0,GCBC,FRPO,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Fringilla montifringilla,Brambling,brambl,species,31696.0,,FRMO,BRAM,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Fringilla coelebs x montifringilla,Common Chaffinch x Brambling (hybrid),x01071,hybrid,31697.0,BRAM EUCH CCHA COCH,FRCO FRMO,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Fringilla coelebs/montifringilla,Common Chaffinch/Brambling,y01056,slash,31698.0,BRAM EUCH COCH CCHA,FRCO FRMO,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Chlorophonia elegantissima,Elegant Euphonia,eleeup1,species,31699.0,,CHEL,ELEU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Chlorophonia musica,Hispaniolan Euphonia,anteup2,species,31703.0,,CHMU,HIEU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Chlorophonia sclateri,Puerto Rican Euphonia,anteup3,species,31704.0,,CHSC,PREU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Chlorophonia flavifrons,Lesser Antillean Euphonia,anteup4,species,31705.0,,CHFL,LAEU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Chlorophonia cyanocephala,Golden-rumped Euphonia,goreup1,species,31706.0,GREU,CHCY,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Chlorophonia cyanea,Blue-naped Chlorophonia,blnchl1,species,31710.0,BNCH,CHCY,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Chlorophonia pyrrhophrys,Chestnut-breasted Chlorophonia,chbchl1,species,31718.0,CBCH,CHPY,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Chlorophonia flavirostris,Yellow-collared Chlorophonia,yecchl1,species,31719.0,,CHFL,YCCH,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Chlorophonia occipitalis,Blue-crowned Chlorophonia,blcchl1,species,31720.0,BCCH,CHOC,BCRC,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Chlorophonia callophrys,Golden-browed Chlorophonia,gobchl1,species,31721.0,,CHCA,GBCH,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Euphonia jamaica,Jamaican Euphonia,jameup1,species,31722.0,,EUJA,JAEU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Euphonia saturata,Orange-crowned Euphonia,orceup1,species,31723.0,OCEU,EUSA,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Euphonia plumbea,Plumbeous Euphonia,plueup1,species,31724.0,PLEU,EUPL,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Euphonia chlorotica,Purple-throated Euphonia,puteup1,species,31725.0,PTEU,EUCH,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Euphonia finschi,Finsch's Euphonia,fineup1,species,31731.0,FIEU,EUFI,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Euphonia concinna,Velvet-fronted Euphonia,vefeup1,species,31732.0,VFEU,EUCO,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Euphonia trinitatis,Trinidad Euphonia,trieup1,species,31733.0,TREU,EUTR,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Euphonia concinna/trinitatis,Velvet-fronted/Trinidad Euphonia,y01213,slash,31734.0,VFEU TREU,EUCO EUTR,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Euphonia godmani,West Mexican Euphonia,screup3,species,31735.0,SCEU,EUGO,WMEU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Euphonia affinis,Scrub Euphonia,screup1,species,31736.0,SCEU,EUAF,SEUP,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Euphonia luteicapilla,Yellow-crowned Euphonia,yeceup1,species,31739.0,,EULU,YCEU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Euphonia chrysopasta,Golden-bellied Euphonia,gobeup1,species,31740.0,WLEU GBEU,EUCH,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Euphonia minuta,White-vented Euphonia,whveup1,species,31743.0,,EUMI,WVEU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Euphonia chalybea,Green-throated Euphonia,gnteup1,species,31746.0,GTEU GCEU,EUCH,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Euphonia violacea,Violaceous Euphonia,vioeup1,species,31747.0,VIEU,EUVI,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Euphonia hirundinacea,Yellow-throated Euphonia,yeteup1,species,31751.0,,EUHI,YTEU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Euphonia laniirostris,Thick-billed Euphonia,thbeup1,species,31754.0,,EULA,TBEU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
